relation_type,from_id,to_id,properties
曝光,user_082,item_012,"{""exposure_date"": ""2026-01-27"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model X""}"
搜索,user_082,item_011,"{""search_date"": ""2026-02-07"", ""search_keyword"": ""\u7279\u65af\u62c9Model 3"", ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
常驻POI,user_082,poi_003,"{""start_date"": ""2025-01-26"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
使用,user_082,app_003,"{""usage_date"": ""2026-01-30"", ""usage_duration"": 2550, ""app_name"": ""\u6613\u8f66""}"
使用,user_082,app_005,"{""usage_date"": ""2026-02-01"", ""usage_duration"": 2974, ""app_name"": ""\u5b9d\u9a6c""}"
浏览,user_083,item_007,"{""browse_date"": ""2026-01-17"", ""browse_duration"": 213, ""item_name"": ""\u5965\u8feaA8""}"
浏览,user_083,item_002,"{""browse_date"": ""2026-02-04"", ""browse_duration"": 135, ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
浏览,user_083,item_012,"{""browse_date"": ""2026-01-26"", ""browse_duration"": 363, ""item_name"": ""\u7279\u65af\u62c9Model X""}"
曝光,user_083,item_003,"{""exposure_date"": ""2026-01-27"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6cX5""}"
搜索,user_083,item_003,"{""search_date"": ""2026-02-02"", ""search_keyword"": ""\u5b9d\u9a6cX5"", ""item_name"": ""\u5b9d\u9a6cX5""}"
常驻POI,user_083,poi_003,"{""start_date"": ""2024-09-30"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_083,poi_006,"{""start_date"": ""2024-03-06"", ""poi_name"": ""\u91d1\u878d\u8857""}"
使用,user_083,app_008,"{""usage_date"": ""2026-01-26"", ""usage_duration"": 3539, ""app_name"": ""\u4f18\u4fe1\u4e8c\u624b\u8f66""}"
使用,user_083,app_004,"{""usage_date"": ""2026-02-07"", ""usage_duration"": 2889, ""app_name"": ""\u7279\u65af\u62c9""}"
拥有,user_084,item_016,"{""owned_date"": ""2025-12-12"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
浏览,user_084,item_014,"{""browse_date"": ""2026-02-05"", ""browse_duration"": 311, ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
浏览,user_084,item_020,"{""browse_date"": ""2026-02-06"", ""browse_duration"": 414, ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
曝光,user_084,item_005,"{""exposure_date"": ""2026-01-24"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70E\u7ea7""}"
点击,user_084,item_020,"{""click_date"": ""2026-01-30"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
常驻POI,user_084,poi_003,"{""start_date"": ""2024-10-04"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
高频出现在POI,user_084,poi_008,"{""visit_date"": ""2026-01-21"", ""visit_duration"": 180, ""poi_name"": ""\u5954\u9a70\u4f53\u9a8c\u4e2d\u5fc3""}"
使用,user_084,app_013,"{""usage_date"": ""2026-02-01"", ""usage_duration"": 2909, ""app_name"": ""\u4eca\u65e5\u5934\u6761""}"
浏览,user_085,item_005,"{""browse_date"": ""2026-01-24"", ""browse_duration"": 342, ""item_name"": ""\u5954\u9a70E\u7ea7""}"
曝光,user_085,item_019,"{""exposure_date"": ""2026-01-30"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u6c83\u5c14\u6c83S90""}"
常驻POI,user_085,poi_001,"{""start_date"": ""2025-01-28"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_085,poi_006,"{""start_date"": ""2024-07-11"", ""poi_name"": ""\u91d1\u878d\u8857""}"
高频出现在POI,user_085,poi_009,"{""visit_date"": ""2026-02-02"", ""visit_duration"": 156, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
使用,user_085,app_011,"{""usage_date"": ""2026-01-15"", ""usage_duration"": 960, ""app_name"": ""\u6296\u97f3""}"
购买,user_086,item_004,"{""purchase_date"": ""2025-08-22"", ""purchase_amount"": 1385300, ""item_name"": ""\u5954\u9a70S\u7ea7""}"
浏览,user_086,item_002,"{""browse_date"": ""2026-01-16"", ""browse_duration"": 396, ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
浏览,user_086,item_011,"{""browse_date"": ""2026-01-22"", ""browse_duration"": 245, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
浏览,user_086,item_014,"{""browse_date"": ""2026-01-31"", ""browse_duration"": 424, ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
点击,user_086,item_016,"{""click_date"": ""2026-01-23"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
比价过,user_086,item_019,"{""compare_date"": ""2026-01-31"", ""compared_items"": [""item_019"", ""item_009""]}"
留资,user_086,item_018,"{""register_date"": ""2026-02-12"", ""register_channel"": ""\u7535\u8bdd\u7559\u8d44"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
常驻POI,user_086,poi_001,"{""start_date"": ""2023-06-21"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_086,poi_005,"{""start_date"": ""2024-03-24"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_086,poi_009,"{""visit_date"": ""2026-02-08"", ""visit_duration"": 70, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
高频出现在POI,user_086,poi_014,"{""visit_date"": ""2026-01-19"", ""visit_duration"": 142, ""poi_name"": ""\u738b\u5e9c\u4e95""}"
使用,user_086,app_010,"{""usage_date"": ""2026-02-05"", ""usage_duration"": 1314, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
使用,user_086,app_003,"{""usage_date"": ""2026-02-11"", ""usage_duration"": 3095, ""app_name"": ""\u6613\u8f66""}"
使用,user_086,app_007,"{""usage_date"": ""2026-01-20"", ""usage_duration"": 743, ""app_name"": ""\u74dc\u5b50\u4e8c\u624b\u8f66""}"
拥有,user_087,item_005,"{""owned_date"": ""2025-03-31"", ""item_name"": ""\u5954\u9a70E\u7ea7""}"
浏览,user_087,item_009,"{""browse_date"": ""2026-01-25"", ""browse_duration"": 426, ""item_name"": ""\u5965\u8feaQ7""}"
浏览,user_087,item_020,"{""browse_date"": ""2026-01-22"", ""browse_duration"": 409, ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
曝光,user_087,item_010,"{""exposure_date"": ""2026-02-08"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
搜索,user_087,item_011,"{""search_date"": ""2026-01-27"", ""search_keyword"": ""\u7279\u65af\u62c9Model 3"", ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
常驻POI,user_087,poi_002,"{""start_date"": ""2023-08-31"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_087,poi_004,"{""start_date"": ""2024-04-30"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_087,poi_007,"{""visit_date"": ""2026-02-06"", ""visit_duration"": 60, ""poi_name"": ""\u5b9d\u9a6c4S\u5e97""}"
高频出现在POI,user_087,poi_007,"{""visit_date"": ""2026-01-22"", ""visit_duration"": 158, ""poi_name"": ""\u5b9d\u9a6c4S\u5e97""}"
使用,user_087,app_010,"{""usage_date"": ""2026-02-10"", ""usage_duration"": 3431, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
购买,user_088,item_010,"{""purchase_date"": ""2025-06-02"", ""purchase_amount"": 835128, ""item_name"": ""\u7279\u65af\u62c9Model S""}"
浏览,user_088,item_013,"{""browse_date"": ""2026-01-18"", ""browse_duration"": 72, ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
曝光,user_088,item_013,"{""exposure_date"": ""2026-02-06"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
常驻POI,user_088,poi_002,"{""start_date"": ""2025-01-20"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_088,poi_005,"{""start_date"": ""2024-11-16"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_088,poi_008,"{""visit_date"": ""2026-01-19"", ""visit_duration"": 147, ""poi_name"": ""\u5954\u9a70\u4f53\u9a8c\u4e2d\u5fc3""}"
使用,user_088,app_008,"{""usage_date"": ""2026-01-29"", ""usage_duration"": 3283, ""app_name"": ""\u4f18\u4fe1\u4e8c\u624b\u8f66""}"
使用,user_088,app_001,"{""usage_date"": ""2026-01-16"", ""usage_duration"": 976, ""app_name"": ""\u6c7d\u8f66\u4e4b\u5bb6""}"
拥有,user_089,item_013,"{""owned_date"": ""2025-12-08"", ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
浏览,user_089,item_011,"{""browse_date"": ""2026-01-20"", ""browse_duration"": 286, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
浏览,user_089,item_003,"{""browse_date"": ""2026-01-29"", ""browse_duration"": 142, ""item_name"": ""\u5b9d\u9a6cX5""}"
曝光,user_089,item_002,"{""exposure_date"": ""2026-01-30"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
常驻POI,user_089,poi_001,"{""start_date"": ""2023-03-16"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_089,poi_005,"{""start_date"": ""2024-07-05"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_089,poi_007,"{""visit_date"": ""2026-02-02"", ""visit_duration"": 56, ""poi_name"": ""\u5b9d\u9a6c4S\u5e97""}"
使用,user_089,app_006,"{""usage_date"": ""2026-01-24"", ""usage_duration"": 2587, ""app_name"": ""\u5954\u9a70""}"
浏览,user_090,item_012,"{""browse_date"": ""2026-02-01"", ""browse_duration"": 82, ""item_name"": ""\u7279\u65af\u62c9Model X""}"
浏览,user_090,item_007,"{""browse_date"": ""2026-01-22"", ""browse_duration"": 158, ""item_name"": ""\u5965\u8feaA8""}"
浏览,user_090,item_007,"{""browse_date"": ""2026-01-15"", ""browse_duration"": 408, ""item_name"": ""\u5965\u8feaA8""}"
曝光,user_090,item_007,"{""exposure_date"": ""2026-01-23"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaA8""}"
点击,user_090,item_008,"{""click_date"": ""2026-01-29"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u5965\u8feaA6""}"
搜索,user_090,item_014,"{""search_date"": ""2026-01-23"", ""search_keyword"": ""\u4fdd\u65f6\u6377Cayenne"", ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
留资,user_090,item_010,"{""register_date"": ""2026-01-16"", ""register_channel"": ""\u7535\u8bdd\u7559\u8d44"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
常驻POI,user_090,poi_002,"{""start_date"": ""2024-12-13"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_090,poi_005,"{""start_date"": ""2024-02-25"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
使用,user_090,app_009,"{""usage_date"": ""2026-01-23"", ""usage_duration"": 2100, ""app_name"": ""\u6ef4\u6ef4\u51fa\u884c""}"
浏览,user_091,item_005,"{""browse_date"": ""2026-01-25"", ""browse_duration"": 128, ""item_name"": ""\u5954\u9a70E\u7ea7""}"
曝光,user_091,item_008,"{""exposure_date"": ""2026-01-31"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaA6""}"
搜索,user_091,item_018,"{""search_date"": ""2026-02-12"", ""search_keyword"": ""\u96f7\u514b\u8428\u65afLX"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
常驻POI,user_091,poi_001,"{""start_date"": ""2024-05-07"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_091,poi_004,"{""start_date"": ""2024-06-19"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_091,poi_011,"{""visit_date"": ""2026-01-17"", ""visit_duration"": 148, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
高频出现在POI,user_091,poi_012,"{""visit_date"": ""2026-02-03"", ""visit_duration"": 67, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
使用,user_091,app_012,"{""usage_date"": ""2026-01-28"", ""usage_duration"": 1016, ""app_name"": ""\u5fae\u4fe1""}"
使用,user_091,app_007,"{""usage_date"": ""2026-01-24"", ""usage_duration"": 1815, ""app_name"": ""\u74dc\u5b50\u4e8c\u624b\u8f66""}"
使用,user_091,app_013,"{""usage_date"": ""2026-01-17"", ""usage_duration"": 2823, ""app_name"": ""\u4eca\u65e5\u5934\u6761""}"
浏览,user_092,item_003,"{""browse_date"": ""2026-01-29"", ""browse_duration"": 332, ""item_name"": ""\u5b9d\u9a6cX5""}"
浏览,user_092,item_001,"{""browse_date"": ""2026-01-29"", ""browse_duration"": 528, ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
浏览,user_092,item_005,"{""browse_date"": ""2026-01-19"", ""browse_duration"": 504, ""item_name"": ""\u5954\u9a70E\u7ea7""}"
曝光,user_092,item_015,"{""exposure_date"": ""2026-01-20"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377911""}"
点击,user_092,item_009,"{""click_date"": ""2026-01-23"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaQ7""}"
搜索,user_092,item_016,"{""search_date"": ""2026-02-10"", ""search_keyword"": ""\u96f7\u514b\u8428\u65afES"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
常驻POI,user_092,poi_003,"{""start_date"": ""2024-02-24"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_092,poi_006,"{""start_date"": ""2025-03-17"", ""poi_name"": ""\u91d1\u878d\u8857""}"
高频出现在POI,user_092,poi_009,"{""visit_date"": ""2026-01-16"", ""visit_duration"": 151, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
高频出现在POI,user_092,poi_009,"{""visit_date"": ""2026-01-18"", ""visit_duration"": 56, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
使用,user_092,app_007,"{""usage_date"": ""2026-01-30"", ""usage_duration"": 1462, ""app_name"": ""\u74dc\u5b50\u4e8c\u624b\u8f66""}"
使用,user_092,app_009,"{""usage_date"": ""2026-02-07"", ""usage_duration"": 1744, ""app_name"": ""\u6ef4\u6ef4\u51fa\u884c""}"
使用,user_092,app_004,"{""usage_date"": ""2026-02-09"", ""usage_duration"": 1376, ""app_name"": ""\u7279\u65af\u62c9""}"
拥有,user_093,item_007,"{""owned_date"": ""2025-05-29"", ""item_name"": ""\u5965\u8feaA8""}"
曝光,user_093,item_015,"{""exposure_date"": ""2026-02-12"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377911""}"
点击,user_093,item_003,"{""click_date"": ""2026-02-04"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6cX5""}"
搜索,user_093,item_016,"{""search_date"": ""2026-01-28"", ""search_keyword"": ""\u96f7\u514b\u8428\u65afES"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
留资,user_093,item_005,"{""register_date"": ""2026-02-12"", ""register_channel"": ""\u5b98\u7f51\u7559\u8d44"", ""item_name"": ""\u5954\u9a70E\u7ea7""}"
常驻POI,user_093,poi_003,"{""start_date"": ""2024-03-08"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_093,poi_005,"{""start_date"": ""2025-04-12"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_093,poi_010,"{""visit_date"": ""2026-01-24"", ""visit_duration"": 38, ""poi_name"": ""\u4fdd\u65f6\u6377\u4e2d\u5fc3""}"
拥有,user_094,item_009,"{""owned_date"": ""2025-05-05"", ""item_name"": ""\u5965\u8feaQ7""}"
浏览,user_094,item_002,"{""browse_date"": ""2026-02-03"", ""browse_duration"": 394, ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
浏览,user_094,item_003,"{""browse_date"": ""2026-02-09"", ""browse_duration"": 568, ""item_name"": ""\u5b9d\u9a6cX5""}"
浏览,user_094,item_017,"{""browse_date"": ""2026-01-16"", ""browse_duration"": 532, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
点击,user_094,item_013,"{""click_date"": ""2026-02-04"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
比价过,user_094,item_012,"{""compare_date"": ""2026-02-01"", ""compared_items"": [""item_012"", ""item_009""]}"
常驻POI,user_094,poi_002,"{""start_date"": ""2024-08-28"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_094,poi_006,"{""start_date"": ""2025-07-24"", ""poi_name"": ""\u91d1\u878d\u8857""}"
高频出现在POI,user_094,poi_009,"{""visit_date"": ""2026-01-22"", ""visit_duration"": 78, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
高频出现在POI,user_094,poi_007,"{""visit_date"": ""2026-02-03"", ""visit_duration"": 64, ""poi_name"": ""\u5b9d\u9a6c4S\u5e97""}"
使用,user_094,app_005,"{""usage_date"": ""2026-02-05"", ""usage_duration"": 1645, ""app_name"": ""\u5b9d\u9a6c""}"
曝光,user_095,item_009,"{""exposure_date"": ""2026-01-22"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaQ7""}"
点击,user_095,item_002,"{""click_date"": ""2026-01-20"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
搜索,user_095,item_018,"{""search_date"": ""2026-02-08"", ""search_keyword"": ""\u96f7\u514b\u8428\u65afLX"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
比价过,user_095,item_012,"{""compare_date"": ""2026-01-27"", ""compared_items"": [""item_012"", ""item_016""]}"
常驻POI,user_095,poi_002,"{""start_date"": ""2023-09-16"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_095,poi_005,"{""start_date"": ""2025-06-29"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
曝光,user_096,item_019,"{""exposure_date"": ""2026-02-12"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u6c83\u5c14\u6c83S90""}"
比价过,user_096,item_013,"{""compare_date"": ""2026-02-07"", ""compared_items"": [""item_013"", ""item_006""]}"
常驻POI,user_096,poi_001,"{""start_date"": ""2024-12-28"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
使用,user_096,app_001,"{""usage_date"": ""2026-01-21"", ""usage_duration"": 1260, ""app_name"": ""\u6c7d\u8f66\u4e4b\u5bb6""}"
使用,user_096,app_005,"{""usage_date"": ""2026-01-30"", ""usage_duration"": 1105, ""app_name"": ""\u5b9d\u9a6c""}"
浏览,user_097,item_006,"{""browse_date"": ""2026-02-02"", ""browse_duration"": 173, ""item_name"": ""\u5954\u9a70GLC""}"
浏览,user_097,item_009,"{""browse_date"": ""2026-01-26"", ""browse_duration"": 77, ""item_name"": ""\u5965\u8feaQ7""}"
浏览,user_097,item_011,"{""browse_date"": ""2026-02-05"", ""browse_duration"": 103, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
比价过,user_097,item_020,"{""compare_date"": ""2026-01-22"", ""compared_items"": [""item_020"", ""item_016""]}"
常驻POI,user_097,poi_002,"{""start_date"": ""2023-03-31"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_097,poi_006,"{""start_date"": ""2025-05-20"", ""poi_name"": ""\u91d1\u878d\u8857""}"
使用,user_097,app_006,"{""usage_date"": ""2026-01-18"", ""usage_duration"": 1874, ""app_name"": ""\u5954\u9a70""}"
使用,user_097,app_013,"{""usage_date"": ""2026-02-04"", ""usage_duration"": 1254, ""app_name"": ""\u4eca\u65e5\u5934\u6761""}"
点击,user_098,item_009,"{""click_date"": ""2026-01-29"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaQ7""}"
常驻POI,user_098,poi_001,"{""start_date"": ""2023-04-26"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_098,poi_005,"{""start_date"": ""2024-11-28"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
使用,user_098,app_010,"{""usage_date"": ""2026-02-12"", ""usage_duration"": 3055, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
浏览,user_099,item_002,"{""browse_date"": ""2026-01-14"", ""browse_duration"": 599, ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
浏览,user_099,item_006,"{""browse_date"": ""2026-01-14"", ""browse_duration"": 526, ""item_name"": ""\u5954\u9a70GLC""}"
浏览,user_099,item_006,"{""browse_date"": ""2026-01-20"", ""browse_duration"": 127, ""item_name"": ""\u5954\u9a70GLC""}"
曝光,user_099,item_018,"{""exposure_date"": ""2026-01-25"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
点击,user_099,item_003,"{""click_date"": ""2026-01-25"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u5b9d\u9a6cX5""}"
搜索,user_099,item_005,"{""search_date"": ""2026-02-11"", ""search_keyword"": ""\u5954\u9a70E\u7ea7"", ""item_name"": ""\u5954\u9a70E\u7ea7""}"
常驻POI,user_099,poi_002,"{""start_date"": ""2023-05-17"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_099,poi_004,"{""start_date"": ""2024-11-18"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_099,poi_008,"{""visit_date"": ""2026-01-15"", ""visit_duration"": 142, ""poi_name"": ""\u5954\u9a70\u4f53\u9a8c\u4e2d\u5fc3""}"
使用,user_099,app_012,"{""usage_date"": ""2026-02-04"", ""usage_duration"": 3334, ""app_name"": ""\u5fae\u4fe1""}"
拥有,user_100,item_009,"{""owned_date"": ""2025-08-16"", ""item_name"": ""\u5965\u8feaQ7""}"
曝光,user_100,item_001,"{""exposure_date"": ""2026-01-29"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
点击,user_100,item_003,"{""click_date"": ""2026-02-09"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u5b9d\u9a6cX5""}"
搜索,user_100,item_018,"{""search_date"": ""2026-01-27"", ""search_keyword"": ""\u96f7\u514b\u8428\u65afLX"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
常驻POI,user_100,poi_003,"{""start_date"": ""2023-05-06"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_100,poi_004,"{""start_date"": ""2025-03-30"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_100,poi_011,"{""visit_date"": ""2026-01-30"", ""visit_duration"": 147, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
使用,user_100,app_005,"{""usage_date"": ""2026-02-02"", ""usage_duration"": 3105, ""app_name"": ""\u5b9d\u9a6c""}"
使用,user_100,app_002,"{""usage_date"": ""2026-01-16"", ""usage_duration"": 1856, ""app_name"": ""\u61c2\u8f66\u5e1d""}"
